Date,Account,Description,Payee,Amount,Category,Is_Tax_Deductible,Is_Reimbursable,Source,TransactionID,Reviewed,ReconciliationID,SourceTransactionID,Rule_Ignored,Duplicate_Ignored
2024-01-31,Chase CC,SANTOROS SUBMARINE SANDWI,Santoros Submarine Sandwi,-15.95,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,26a3fc164e3e71b06db49d9c1e2e82c2,True,,,False,False
2024-01-29,Chase CC,STARBUCKS STORE 06729,Starbucks Store,-3.25,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,336f81e65a3327ec7e4cec544b556923,True,,,False,False
2024-01-24,Chase CC,TST* LGO CAFE,Tst,-58.35,Food: Restaurants,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,88e6b50bcb63ef112f70d28055941d06,True,,,False,False
2024-01-24,Chase CC,AUTOMATIC PAYMENT - THANK,Automatic Payment - Thank,1648.22,Transfer,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7ba1bcee36df50741944c558286cbb78,True,REC-f890670ca5fe,,False,False
2024-01-23,Chase CC,WALTS BAR,Walts Bar,-20.0,Food: Booze,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,b23b6550c5a90a8da49c3c3ca18a04c1,True,,,False,False
2024-01-10,Chase CC,LOCAL 80,Local 80,-140.86,Fees & Subscriptions: Union Dues,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,7d5d61d119b180f473fc632484735a0f,True,,,False,False
2024-01-06,Chase CC,ORCA,Orca,-3.0,NEEDS REVIEW,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,1ddbec9c639a7895bc98c9bc0857bc9d,True,,,False,False
2024-01-03,Chase CC,SEATTLE MONORAIL SERVICE,Seattle Monorail Service,-7.0,Entertainment & Travel: Vacation,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,14c491031c22932e28d7d173a1b13d32,True,,,False,False
2024-01-03,Chase CC,PAYPAL *LYFT TEMP AUTH HO,Paypal,-29.98,Income: Reimbursement,False,False,chase_reconciliation_categorized_non_amazon_transactions.csv,6d6e7a4969e394fa8fbb97a3788a775d,True,,,False,False
2025-01-16,Chase CC,AMAZON MKTPL*Z58ZO48C0,Amazon Mktpl,-58.58,Shopping: Amazon (Unsorted),False,False,chase_reconciliation_categorized_manual_charges.csv,1b221c27a085915c48ca1dbd9092db68,True,,,False,False
2024-10-04,Chase CC,Amazon Prime*BP8JT2MY3,Amazon Prime,-153.25,Fees & Subscriptions: Work Subscriptions,False,False,chase_reconciliation_categorized_manual_charges.csv,719318c71559d90a34218930c20d42f8,True,,,False,False
2024-02-07,Chase CC,AMZN Mktp US*RB91P08J0,Amzn Mktp Us,-22.57,Shopping: Amazon (Unsorted),False,False,chase_reconciliation_categorized_manual_charges.csv,d70d905582c3b484005a20df8355495c,True,,,False,False
2024-12-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,458.85,Transfer,False,False,amex_combined.csv,2c2a87d695202d28794136c69b0d1c13,True,REC-cce7e73786ab,,False,False
2024-11-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,511.07,Transfer,False,False,amex_combined.csv,93dd42ed88470c56c816c6a588606ae1,True,REC-39197989f903,,False,False
2024-10-05,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,440.11,Transfer,False,False,amex_combined.csv,81433082820bd80d027865c419a7234d,True,REC-301bffa29831,,False,False
2024-09-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,679.96,Transfer,False,False,amex_combined.csv,64938048eae52d196d3902dc4d536d8d,True,REC-4c47127d3a81,,False,False
2024-08-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,533.68,Transfer,False,False,amex_combined.csv,ed64994add2f221f0f4afad73386b7a6,True,REC-528b9843544e,,False,False
2024-07-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,449.81,Transfer,False,False,amex_combined.csv,360714619d7a530a567d08790d912388,True,REC-871fc2444d76,,False,False
2024-06-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,448.35,Transfer,False,False,amex_combined.csv,85d47c9a584ecec31a306004bc58a1db,True,REC-7269da5f67bf,,False,False
2024-05-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,87.9,Transfer,False,False,amex_combined.csv,1d53f8063a57662077b3f98233ad3659,True,REC-4ffec186633f,,False,False
2024-04-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,502.45,Transfer,False,False,amex_combined.csv,437ac2e80318ff8d149303b10b3764c3,True,REC-93ff42a3272c,,False,False
2024-03-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,697.93,Transfer,False,False,amex_combined.csv,34a4df1d39f488efd11f2f6078d0c28c,True,REC-d4b9b437222d,,False,False
2024-02-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,849.06,Transfer,False,False,amex_combined.csv,d44a98c5311840a8fe178fc066be0dc3,True,REC-981a9adaca68,,False,False
2024-01-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,1159.61,Transfer,False,False,amex_combined.csv,d1cb33037e06faf85e1e8ec688ce9d82,True,REC-d277e0f7fe3d,,False,False
2025-07-05,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,730.67,Transfer,False,False,amex_combined.csv,2f1c93d5131658e6706cca9894aa0638,True,REC-cc70abf8f3ec,,False,False
2025-06-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,577.87,Transfer,False,False,amex_combined.csv,34dea48ff7fcdcbbc321bfc5edfd80db,True,REC-a9120838321f,,False,False
2025-05-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,791.37,Transfer,False,False,amex_combined.csv,5d923138ff562a8548a8b1f01bb26c93,True,REC-90988206b869,,False,False
2025-04-05,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,399.15,Transfer,False,False,amex_combined.csv,613d1048909dfdc997ba3b6669bc2c09,True,REC-2992ba9e47b7,,False,False
2025-03-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,465.92,Transfer,False,False,amex_combined.csv,47a1721676eaa998c0782b4088667450,True,REC-2e47a38dac8c,,False,False
2025-02-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,550.15,Transfer,False,False,amex_combined.csv,5862b77717e5798fcad4990f81bc8000,True,REC-cca4d59f4e69,,False,False
2025-01-06,Amex CC,AUTOPAY PAYMENT - THANK YOU AUTOPAY PAYMENT - THANK YOU,Autopay Payment - Thank You Autopay Payment - Thank You,728.5,Transfer,False,False,amex_combined.csv,d34c771023e11954b9f683e4e135883c,True,REC-312afec32078,,False,False
2024-01-01,Discover CC,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,Directpay Full Balancesee Details Of Your Next Directpay Below,9.99,Transfer,False,False,Discover_2024to08052025.csv,5e97cd6ae4bde6c380606bb2b79e825a,True,REC-4ae1097f05a8,,False,False
2024-06-01,Discover CC,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,Directpay Full Balancesee Details Of Your Next Directpay Below,141.44,Transfer,False,False,Discover_2024to08052025.csv,8a1f217aaf1c6b70459bc9236f3f1057,True,REC-6338bf5fb811,,False,False
2024-07-01,Discover CC,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,Directpay Full Balancesee Details Of Your Next Directpay Below,97.41,Transfer,False,False,Discover_2024to08052025.csv,3a338793d052f8676a915d2c23c8798a,True,REC-942ec473f3ab,,False,False
2024-07-09,Discover CC,AMAZON.COM*RY8PC4A00 AMZN.COM/BILLWA1PITFRHW0WA,Amazon.Com,-27.18,NEEDS REVIEW,False,False,Discover_2024to08052025.csv,6f5c9630d28cccb8c35d75cbe2cd51db,True,,,False,False
2024-08-01,Discover CC,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,Directpay Full Balancesee Details Of Your Next Directpay Below,170.86,Transfer,False,False,Discover_2024to08052025.csv,a1ad70cc24319ce3eebb5bda28466727,True,REC-c6d9df14cc49,,False,False
2024-09-01,Discover CC,DIRECTPAY FULL BALANCESEE DETAILS OF YOUR NEXT DIRECTPAY BELOW,Directpay Full Balancesee Details Of Your Next Directpay Below,27.18,Transfer,False,False,Discover_2024to08052025.csv,bd5c112119ede1e28549662fbbab714d,True,REC-bb5b9bfa30a2,,False,False
2024-01-19,Wells Fargo CC,Manual Partial Payment,Manual Partial Payment,1500.0,Transfer,False,False,Manual Entry,dc4a76b8f8fe856fa740983367048119,True,REC-5aa2420498d0,,False,False
2024-03-22,Wells Fargo CC,Manual Partial Payment,Manual Partial Payment,2500.0,Transfer,False,False,Manual Entry,a69de1f487b279148d5b3da495d9c1e3,True,REC-2041afb8aec6,,False,False
2024-06-18,Wells Fargo CC,Manual Partial Payment,Manual Partial Payment,3000.0,Transfer,False,False,Manual Entry,2a3efdc6e0553513e2dc85512cec6018,True,REC-8ffd07121328,,False,False
2024-06-15,Wells Fargo CC,Manual Partial Payment,Manual Partial Payment,3000.0,Transfer,False,False,Manual Entry,85ba153962226852aec8b8ca3f844d6a,True,REC-f4678727110d,,False,False
2024-01-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,77a631112d2982b520d9a961b20320d3,True,,,False,False
2024-02-09,Venmo,Childcare!,Jen Delancy,-75.0,Child-Related: Nanny,False,False,processed_venmo_combined.csv,9fe6572881508dc1a7b502c003153185,True,,,False,False
2024-02-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,8e9757f75a0496559562c7629725a4b0,True,,,False,False
2024-03-01,Venmo,Childcare,Jen Delancy,-75.0,Child-Related: Nanny,False,False,processed_venmo_combined.csv,de7a8d359e6664f9b7a765e32348a57c,True,,,False,False
2024-03-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,ce06a156cb2d89e9b8817f8d01133747,True,,,False,False
2024-03-15,Venmo,3.5 hrs childcare,Jen Delancy,-87.5,Child-Related: Nanny,False,False,processed_venmo_combined.csv,90320384a16e3a9a0f8c45097730cc75,True,,,False,False
2024-04-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,10f2009dd9d3995c7c9f2a999782f64a,True,,,False,False
2024-05-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,21ce502811a98b41465d36fe0fe40261,True,,,False,False
2024-05-22,Venmo,Test,Anthony Maffei,-0.01,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,1d1015b554e41a236a37ee364d0924bc,True,,,False,False
2024-05-23,Venmo,Move out incentive for Ravenwood (1420.00),Anthony Maffei,-1419.99,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,69a7508d89ed5aad0a78370eb56a87c1,True,,,False,False
2024-05-25,Venmo,3.5 hrs childcare and 14.20 reimbursement,Jen Delancy,-101.7,Child-Related: Nanny,False,False,processed_venmo_combined.csv,b554aa377f63c4e9fa7a280d9705f8b1,True,,,False,False
2024-06-03,Venmo,Verdugo cancel fee,Jo Rosen-Goldstein,-5.0,NEEDS REVIEW,False,False,processed_venmo_combined.csv,5476ed37c722a34f73a7e6a4bbc599f7,True,,,False,False
2024-06-08,Venmo,Ravenwood deposit,Aeva M,-1200.0,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,695a793327ac19e404219097829c7a3b,True,,,False,False
2024-06-13,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,73f7b8aa582b6d34510e45ec70abedef,True,,,False,False
2024-06-17,Venmo,Phone,Jessica Goldstein,-46.72,Home: Phone Bill,False,False,processed_venmo_combined.csv,c36e0dadef4cfd62177491a003b49517,True,,,False,False
2024-06-18,Venmo,Land!,Aeva M,-470.0,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,3acc1deeb576876b131c87941e5cecb4,True,,,False,False
2024-06-19,Venmo,Pearl st title search,Aeva M,-300.0,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,5c5952b0a7e406792e734490b997374c,True,,,False,False
2024-07-06,Venmo,"Kiddie rave tix - adult x1, child x ½",Micah Rosen-Goldstein,-44.61,Child-Related: Misc Expenses,False,False,processed_venmo_combined.csv,991b5a6245971024f69e4dd8f5e39750,True,,,False,False
2024-07-09,Venmo,125 for S Pearl St transfer and 45 for recording fee.,Aeva M,-170.0,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,ff001f425d2b1e05a5d531d554924b63,True,,,False,False
2024-07-13,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,67337b772a3b978eb98b9e60d8b77ee5,True,,,False,False
2024-07-15,Venmo,Pearl st finalization,Aeva M,-167.0,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,6e5dc02e4bdae8279928a14772b7e985,True,,,False,False
2024-07-17,Venmo,☎,Jessica Goldstein,-46.72,Home: Phone Bill,False,False,processed_venmo_combined.csv,e629887a13fff2f8c6e372844de878ee,True,,,False,False
2024-07-18,Venmo,Mother's Day massage,Claudia Kals,-120.0,Child-Related: Misc Expenses,False,False,processed_venmo_combined.csv,00d02d15627d426858800c81d886ab26,True,,,False,False
2024-07-30,Venmo,Painting invoice,Aeva M,-1558.17,Misc Income: Ed's Dead,False,False,processed_venmo_combined.csv,7ca4584168785e9d47965ce6ec3fb49f,True,,,False,False
2024-08-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,39bc1e828310546801e79c57cc5135fe,True,,,False,False
2024-09-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,9333b0284da90c22cb83345ac4130d31,True,,,False,False
2024-09-22,Venmo,Riki Lindhome!,Sami Lehrman,-20.03,Entertainment & Travel: Entertainment,False,False,processed_venmo_combined.csv,1fee24e7ecc7118094d99aa68f105e9b,True,,,False,False
2024-09-25,Venmo,1/2 of YMCA daycare tuition Aug $409 + Sept $539,Micah Rosen-Goldstein,-474.0,Child-Related: Afterschool,False,False,processed_venmo_combined.csv,6fe5b7f21a4fdf2a1355b076fec69970,True,,,False,False
2025-03-28,Venmo,Mostly all of such a great trip to PR!,Odessa Perez,-900.0,Entertainment & Travel: Vacation,False,False,processed_venmo_combined.csv,721a93e020dcb904a821e15150e28e79,True,,,False,False
2025-05-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,a8c1931d2f596051522fd467c5f2f452,True,,,False,False
2025-05-19,Venmo,Dinner,Odessa Perez,-30.0,Food: Restaurants,False,False,processed_venmo_combined.csv,8f3ca516989984f880d64447633f9795,True,,,False,False
2025-06-14,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,c6eefc2525336e01697d7acf084ad706,True,,,False,False
2025-07-15,Venmo,Child support,Jo Rosen-Goldstein,-214.0,Child-Related: Support,False,False,processed_venmo_combined.csv,b0697d9973dc5819e2552cf859ad3b5a,True,,,False,False
2025-07-28,Venmo,Pardon the delay!,Sara Goldstein,-60.0,Expenses: Work,False,False,processed_venmo_combined.csv,1f8bb95e63ab34b68cea85c34fe0b59a,True,,,False,False
2024-02-16,Venmo,3.5 hrs childcare thank you so much!,Jen Delancy,-87.5,Child-Related: Nanny,False,False,processed_venmo_combined.csv,65a2259c6e034d7828ffe8dbd2663b6b,True,,,False,False
2025-05-23,Venmo,07/27 kiddie rave - adult ticket @ $33.27 + ½ of child ticket @ $22.68,Micah Rosen-Goldstein,-44.61,Child-Related: Misc Expenses,False,False,processed_venmo_combined.csv,59a81359e229958dd3fa8874b36f6db5,True,,,False,False
2024-01-10,Target RedCard,AUTO PAYMENT,Auto Payment,109.89,Transfer,False,False,target_combined_output.csv,d409d62bba81274945ff3420ee8d9313,True,REC-35ae1c624025,,False,False
2024-01-11,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",-24.07,Shopping: Target (Unsorted),False,False,target_combined_output.csv,e7f394159293a52734ce15a9e51347be,True,,,False,False
2024-01-11,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",38.77,Shopping: Target (Unsorted),False,False,target_combined_output.csv,a9bb46a6253a2b9eace24384527edeaa,True,,,False,False
2024-02-10,Target RedCard,AUTO PAYMENT,Auto Payment,14.7,Transfer,False,False,target_combined_output.csv,a1abb2fdcc85564316c9d793ae5847c0,True,REC-7123b27ee152,,False,False
2024-03-05,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",-18.84,Shopping: Target (Unsorted),False,False,target_combined_output.csv,41a46043d573da0ee3029455822e353d,True,,,False,False
2024-04-23,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",7.59,Shopping: Target (Unsorted),False,False,target_combined_output.csv,fb4d656927252b0f716444fca5b11ba3,True,,,False,False
2024-06-13,Target RedCard,CREDIT BALANCE REFUND,Credit Balance Refund,-11.25,Shopping: Target (Unsorted),False,False,target_combined_output.csv,0670aa08bc23090920b906e2f56c1859,True,,,True,False
2024-06-20,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",-11.26,Shopping: Target (Unsorted),False,False,target_combined_output.csv,fffa0391c619d28506de05c75f8951fe,True,,,False,False
2024-06-20,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",31.17,Shopping: Target (Unsorted),False,False,target_combined_output.csv,ff9e12a1734d819b7357eb4b1b83308c,True,,,False,False
2024-08-10,Target RedCard,AUTO PAYMENT,Auto Payment,19.91,Transfer,False,False,target_combined_output.csv,d25261c467edd557f92b34c3e202a87c,True,REC-e3d26dd780de,,False,False
2024-08-28,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",42.42,Shopping: Target (Unsorted),False,False,target_combined_output.csv,30967f9734c2c43f7802ebd631be01ea,True,,,False,False
2024-10-10,Target RedCard,AUTO PAYMENT,Auto Payment,42.42,Transfer,False,False,target_combined_output.csv,d2d15d6e2d2b1747c4bdeee8e4ebd5e8,True,REC-7f42578d9833,,False,False
2024-11-07,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",32.12,Shopping: Target (Unsorted),False,False,target_combined_output.csv,c0952cd710efae84fe18f3b7ccc22b6c,True,,,False,False
2024-12-10,Target RedCard,AUTO PAYMENT,Auto Payment,32.12,Transfer,False,False,target_combined_output.csv,4153ca5d90af96c4f48d58df33b426b6,True,REC-5849c4543567,,False,False
2024-12-06,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",75.97,Shopping: Target (Unsorted),False,False,target_combined_output.csv,33c1278b365d39ba54cb35d12092b90a,True,,,False,False
2025-01-10,Target RedCard,AUTO PAYMENT,Auto Payment,75.97,Transfer,False,False,target_combined_output.csv,a4eb44c129cf7fab1647969623583101,True,REC-468da856afe9,,False,False
2025-12-30,Target RedCard,"TARGET BURBANK, CA","Target Burbank, Ca",34.32,Shopping: Target (Unsorted),False,False,target_combined_output.csv,cced5b5677ada94f17d6e537e2d5f180,True,,,False,False
2025-03-10,Target RedCard,AUTO PAYMENT,Auto Payment,58.72,Transfer,False,False,target_combined_output.csv,aa655a57bd20834b33e8b9452fec8649,True,REC-f4b083317c58,,False,False
